Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Omega_ref(rad/s)
9455, 35835455, 35835981, 1.27845430, 1.37159538, -4.49206161, 2.01928854
9456, 35836455, 35836981, 1.27991724, 1.36778069, -4.33333206, 1.67312467
9457, 35837455, 35837982, 1.28143346, 1.36396599, -4.17460251, 1.55773675
9458, 35838455, 35838984, 1.28301132, 1.36053276, -4.04761887, 1.67312467
9459, 35839455, 35839980, 1.28465819, 1.35748100, -3.92063522, 2.13467646
9460, 35840455, 35840978, 1.28638065, 1.35442924, -3.73015976, 2.13467646
9461, 35841455, 35841978, 1.28818357, 1.35137749, -3.60317612, 1.78851259
9462, 35842455, 35842980, 1.29007053, 1.34870720, -3.44444275, 2.13467646
9463, 35843455, 35843979, 1.29204583, 1.34641838, -3.25396729, 1.67312467
9464, 35844455, 35844979, 1.29411268, 1.34412956, -3.06349182, 1.67312467
9465, 35845455, 35845977, 1.29627275, 1.34183979, -2.93650818, 1.78851259
9466, 35846455, 35846979, 1.29852855, 1.33955097, -2.77777863, 1.78851259
9467, 35847455, 35847981, 1.30088270, 1.33802509, -2.58730316, 2.13467646
9468, 35848455, 35848977, 1.30333555, 1.33611774, -2.42856979, 1.90390050
9469, 35849455, 35849976, 1.30588710, 1.33459187, -2.26984024, 1.09618521
9470, 35850455, 35850980, 1.30853546, 1.33306599, -2.07936478, 0.98079723
9471, 35851455, 35851980, 1.31127763, 1.33154011, -1.95238113, 1.55773675
9472, 35852455, 35852980, 1.31410873, 1.33039570, -1.79365158, 0.98079723
9473, 35853455, 35853980, 1.31702328, 1.32963276, -1.63492203, 1.09618521
9474, 35854455, 35854976, 1.32001662, 1.32886982, -1.47618866, 1.09618521
9475, 35855455, 35855977, 1.32308400, 1.32772541, -1.31745911, 1.32696104
9476, 35856455, 35856977, 1.32622123, 1.32734394, -1.19047546, 1.44234896
9477, 35857455, 35857981, 1.32942379, 1.32696247, -1.03174591, 1.32696104
9478, 35858455, 35858977, 1.33268631, 1.32658100, -0.90476227, 1.32696104
9479, 35859455, 35859977, 1.33600366, 1.32658100, -0.77777863, 1.21157312
9480, 35860455, 35860976, 1.33937061, 1.32619953, -0.61904907, 1.09618521
9481, 35861455, 35861980, 1.34278202, 1.32619953, -0.52381134, 1.21157312
9482, 35862455, 35862978, 1.34623170, 1.32658100, -0.39682770, 1.21157312
9483, 35863455, 35863976, 1.34971666, 1.32658100, -0.26984406, 1.09618521
9484, 35864455, 35864976, 1.35323501, 1.32696247, -0.17460632, 1.09618521
9485, 35865455, 35865977, 1.35678530, 1.32696247, -0.04762268, 1.09618521
9486, 35866455, 35866977, 1.36036706, 1.32734394, 0.01587677, 1.09618521
9487, 35867455, 35867975, 1.36397874, 1.32772541, 0.11111450, 0.98079723
9488, 35868455, 35868977, 1.36762214, 1.32848835, 0.20635223, 0.98079723
9489, 35869455, 35869975, 1.37129939, 1.32925129, 0.30158997, 0.86540931
9490, 35870455, 35870975, 1.37501156, 1.33001423, 0.39682770, 0.75002146
9491, 35871455, 35871976, 1.37876046, 1.33039570, 0.46031952, 0.98079723
9492, 35872455, 35872986, 1.38254917, 1.33154011, 0.52381134, 1.21157312
9493, 35873455, 35873984, 1.38637924, 1.33230305, 0.58730316, 1.09618521
9494, 35874455, 35874986, 1.39025223, 1.33306599, 0.68254089, 0.98079723
9495, 35875455, 35875974, 1.39416969, 1.33459187, 0.74603271, 0.98079723
9496, 35876455, 35876972, 1.39813280, 1.33573627, 0.84127045, 0.86540931
9497, 35877455, 35877972, 1.40214026, 1.33688068, 0.90476227, 1.21157312
9498, 35878455, 35878989, 1.40618980, 1.33840656, 0.96825409, 1.21157312
9499, 35879455, 35879987, 1.41027856, 1.33955097, 1.03174591, 1.44234896
9500, 35880455, 35880971, 1.41440237, 1.34107685, 1.15872955, 1.21157312
9501, 35881455, 35881987, 1.41855657, 1.34260273, 1.22222137, 1.09618521
9502, 35882455, 35882971, 1.42273772, 1.34412956, 1.28571320, 1.21157312
9503, 35883455, 35883985, 1.42694128, 1.34565544, 1.38095093, 1.09618521
9504, 35884455, 35884982, 1.43116271, 1.34794426, 1.44444275, 1.21157312
9505, 35885455, 35885990, 1.43539882, 1.34947014, 1.50793457, 1.21157312
9506, 35886455, 35886990, 1.43964624, 1.35137749, 1.60317230, 1.67312467
9507, 35887455, 35887986, 1.44390166, 1.35328484, 1.66666412, 1.32696104
9508, 35888455, 35888982, 1.44816279, 1.35519218, 1.69841003, 1.44234896
9509, 35889455, 35889985, 1.45242774, 1.35709953, 1.79364777, 1.32696104
9510, 35890455, 35890983, 1.45669413, 1.35976982, 1.85713959, 1.09618521
9511, 35891455, 35891989, 1.46096087, 1.36167717, 1.92063141, 0.98079723
9512, 35892455, 35892987, 1.46522701, 1.36396599, 1.98412323, 0.86540931
9513, 35893455, 35893987, 1.46949053, 1.36663628, 2.04762268, 0.98079723
9514, 35894455, 35894982, 1.47375023, 1.36892509, 2.14286041, 0.86540931
9515, 35895455, 35895984, 1.47800386, 1.37159538, 2.20635223, 1.21157312
9516, 35896455, 35896984, 1.48224902, 1.37388420, 2.26984406, 1.09618521
9517, 35897455, 35897982, 1.48648274, 1.37655449, 2.33333588, 0.98079723
9518, 35898455, 35898984, 1.49070275, 1.37922478, 2.39682770, 0.63463354
9519, 35899455, 35899982, 1.49490786, 1.38189507, 2.49206543, 0.86540931
9520, 35900455, 35900979, 1.49909854, 1.38494682, 2.55555725, 0.98079723
9521, 35901455, 35901981, 1.50327551, 1.38761711, 2.58730316, 1.09618521
9522, 35902455, 35902981, 1.50743997, 1.39066887, 2.65079498, 0.75002146
9523, 35903455, 35903985, 1.51159358, 1.39333916, 2.71428680, 0.86540931
9524, 35904455, 35904983, 1.51573610, 1.39639091, 2.74603271, 0.28846979
9525, 35905455, 35905979, 1.51986742, 1.39906120, 2.77777863, 0.51924562
9526, 35906455, 35906980, 1.52398837, 1.40211296, 2.84127045, 0.86540931
9527, 35907455, 35907982, 1.52809978, 1.40554619, 2.87301636, 0.75002146
9528, 35908455, 35908982, 1.53220284, 1.40859890, 2.90476227, 0.86540931
9529, 35909455, 35909980, 1.53629744, 1.41165066, 2.93650818, 0.63463354
9530, 35910455, 35910980, 1.54038382, 1.41470242, 2.96825409, 1.21157312
9531, 35911455, 35911978, 1.54446304, 1.41775417, 3.00000000, 0.63463354
9532, 35912455, 35912978, 1.54853666, 1.42118740, 3.03174591, 1.21157312
9533, 35913455, 35913981, 1.55260563, 1.42423916, 3.06349182, 0.75002146
9534, 35914455, 35914979, 1.55666971, 1.42767239, 3.12698364, 0.63463354
9535, 35915455, 35915985, 1.56072867, 1.43072414, 3.12698364, 0.28846979
9536, 35916455, 35916979, 1.56478238, 1.43377590, 3.15872955, 0.63463354
9537, 35917455, 35917977, 1.56883037, 1.43720913, 3.19047546, 0.75002146
9538, 35918455, 35918979, 1.57287121, 1.44064236, 3.22222137, 0.75002146
9539, 35919455, 35919986, 1.57690346, 1.44407558, 3.22222137, 0.86540931
9540, 35920455, 35920978, 1.58092666, 1.44750881, 3.25396729, 0.86540931
9541, 35921455, 35921982, 1.58493912, 1.45094204, 3.28571320, 0.75002146
9542, 35922455, 35922978, 1.58893859, 1.45437527, 3.28571320, 1.09618521
9543, 35923455, 35923976, 1.59292257, 1.45780849, 3.34920502, 0.63463354
9544, 35924455, 35924976, 1.59689009, 1.46124172, 3.38095093, 0.63463354
9545, 35925455, 35925983, 1.60083878, 1.46505642, 3.38095093, 0.75002146
9546, 35926455, 35926983, 1.60476637, 1.46848965, 3.44444275, 0.75002146
9547, 35927455, 35927981, 1.60867083, 1.47192383, 3.47618866, 0.51924562
9548, 35928455, 35928981, 1.61255026, 1.47535706, 3.50793457, 0.63463354
9549, 35929455, 35929987, 1.61640191, 1.47879028, 3.50793457, 0.75002146
9550, 35930455, 35930985, 1.62022161, 1.48298645, 3.53968048, 0.98079723
9551, 35931455, 35931990, 1.62400663, 1.48641968, 3.53968048, 0.51924562
9552, 35932455, 35932984, 1.62775540, 1.49023438, 3.57142639, 0.40385768
9553, 35933455, 35933984, 1.63146520, 1.49366760, 3.57142639, 0.28846979
9554, 35934455, 35934978, 1.63513279, 1.49710083, 3.57142639, 0.51924562
9555, 35935455, 35935984, 1.63875544, 1.50091553, 3.60317230, 0.40385768
9556, 35936455, 35936991, 1.64233088, 1.50473022, 3.60317230, 0.63463354
9557, 35937455, 35937983, 1.64585674, 1.50816345, 3.60317230, 0.63463354
9558, 35938455, 35938985, 1.64933074, 1.51159668, 3.60317230, 0.40385768
9559, 35939455, 35939977, 1.65275049, 1.51541138, 3.60317230, 0.40385768
9560, 35940455, 35940991, 1.65611434, 1.51922607, 3.57142639, 0.40385768
9561, 35941455, 35941984, 1.65942013, 1.52265930, 3.60317230, 0.28846979
9562, 35942455, 35942986, 1.66266751, 1.52609253, 3.60317230, 0.17308187
9563, 35943455, 35943982, 1.66585624, 1.52990723, 3.63491821, 0.28846979
9564, 35944455, 35944992, 1.66898525, 1.53372288, 3.60317230, 0.17308187
9565, 35945455, 35945982, 1.67205393, 1.53715611, 3.63491821, 0.28846979
9566, 35946455, 35946982, 1.67506194, 1.54097080, 3.63491821, 0.28846979
9567, 35947455, 35947981, 1.67800820, 1.54440403, 3.60317230, 0.40385768
9568, 35948455, 35948983, 1.68089235, 1.54821873, 3.63491821, 0.63463354
9569, 35949455, 35949985, 1.68371332, 1.55203342, 3.63491821, 0.63463354
9570, 35950455, 35950987, 1.68646932, 1.55546665, 3.60317230, 0.17308187
9571, 35951455, 35951991, 1.68915868, 1.55928135, 3.60317230, 0.28846979
9572, 35952455, 35952983, 1.69178057, 1.56271458, 3.63491821, 0.28846979
9573, 35953455, 35953988, 1.69433403, 1.56652927, 3.60317230, 0.28846979
9574, 35954455, 35954982, 1.69681704, 1.56996250, 3.60317230, 0.40385768
9575, 35955455, 35955982, 1.69922972, 1.57339573, 3.60317230, 0.17308187
9576, 35956455, 35956976, 1.70157099, 1.57682896, 3.57142639, 0.40385768
9577, 35957455, 35957988, 1.70383930, 1.58064365, 3.53968048, 0.51924562
9578, 35958455, 35958989, 1.70603442, 1.58407688, 3.53968048, 0.40385768
9579, 35959455, 35959983, 1.70815492, 1.58751011, 3.50793457, 0.17308187
9580, 35960455, 35960983, 1.71019876, 1.59056187, 3.47618866, 0.17308187
9581, 35961455, 35961977, 1.71216440, 1.59399605, 3.44444275, -0.05769395
9582, 35962455, 35962985, 1.71405101, 1.59742928, 3.44444275, -0.05769395
9583, 35963455, 35963981, 1.71585703, 1.60086250, 3.41269684, 0.17308187
9584, 35964455, 35964980, 1.71758175, 1.60429573, 3.41269684, 0.17308187
9585, 35965455, 35965984, 1.71922410, 1.60772896, 3.38095093, 0.28846979
9586, 35966455, 35966986, 1.72078395, 1.61078072, 3.38095093, 0.17308187
9587, 35967455, 35967986, 1.72226095, 1.61421394, 3.38095093, -0.05769395
9588, 35968455, 35968982, 1.72365391, 1.61764717, 3.34920502, 0.28846979
9589, 35969455, 35969983, 1.72496200, 1.62069893, 3.31745911, -0.17308187
9590, 35970455, 35970987, 1.72618473, 1.62375069, 3.31745911, -0.05769395
9591, 35971455, 35971979, 1.72732186, 1.62718391, 3.28571320, -0.05769395
9592, 35972455, 35972983, 1.72837353, 1.63023567, 3.22222137, -0.05769395
9593, 35973455, 35973981, 1.72933793, 1.63290596, 3.19047546, -0.51924562
9594, 35974455, 35974983, 1.73021412, 1.63595772, 3.15872955, -0.05769395
9595, 35975455, 35975980, 1.73100126, 1.63900948, 3.09523773, -0.17308187
9596, 35976455, 35976986, 1.73169839, 1.64167976, 3.06349182, 0.05769395
9597, 35977455, 35977984, 1.73230600, 1.64473152, 3.03174591, 0.17308187
9598, 35978455, 35978982, 1.73282373, 1.64740181, 2.93650818, 0.05769395
9599, 35979455, 35979980, 1.73325145, 1.65007210, 2.90476227, 0.17308187
9600, 35980455, 35980978, 1.73358846, 1.65274239, 2.84127045, 0.28846979
9601, 35981455, 35981981, 1.73383439, 1.65541267, 2.80952454, -0.05769395
9602, 35982455, 35982985, 1.73398912, 1.65808392, 2.74603271, -0.17308187
9603, 35983455, 35983985, 1.73405242, 1.66075420, 2.71428680, -0.17308187
9604, 35984455, 35984981, 1.73402405, 1.66304302, 2.65079498, -0.28846979
9605, 35985455, 35985981, 1.73390377, 1.66533184, 2.58730316, -0.63463354
9606, 35986455, 35986984, 1.73369169, 1.66762066, 2.55555725, -0.40385768
9607, 35987455, 35987982, 1.73338699, 1.66990948, 2.52381134, -0.28846979
9608, 35988455, 35988984, 1.73298860, 1.67257977, 2.46031952, -0.17308187
9609, 35989455, 35989980, 1.73249614, 1.67448711, 2.39682770, 0.05769395
9610, 35990455, 35990980, 1.73190868, 1.67715740, 2.36508179, 0.17308187
9611, 35991455, 35991978, 1.73122609, 1.67906475, 2.30158997, -0.05769395
9612, 35992455, 35992979, 1.73044848, 1.68097210, 2.26984406, 0.40385768
9613, 35993455, 35993981, 1.72957480, 1.68287945, 2.20635223, -0.05769395
9614, 35994455, 35994981, 1.72860408, 1.68478680, 2.14286041, -0.05769395
9615, 35995455, 35995977, 1.72753596, 1.68669415, 2.11111450, -0.40385768
9616, 35996455, 35996979, 1.72637057, 1.68860149, 2.20635223, -0.17308187
9617, 35997455, 35997981, 1.72510707, 1.69012737, 2.04762268, -0.17308187
9618, 35998455, 35998982, 1.72374439, 1.69203472, 1.95237732, -0.28846979
9619, 35999455, 35999980, 1.72228253, 1.69356060, 1.85713959, -0.51924562
9620, 36000455, 36000992, 1.72072124, 1.69508648, 1.79364777, -0.40385768
9621, 36001455, 36001978, 1.71906114, 1.69623089, 1.73015594, -0.28846979
9622, 36002455, 36002980, 1.71730232, 1.69775677, 1.66666412, -0.40385768
9623, 36003455, 36003981, 1.71544433, 1.69890118, 1.57142639, -0.75002146
9624, 36004455, 36004979, 1.71348703, 1.70004559, 1.31745911, -0.40385768
9625, 36005455, 36005977, 1.71143210, 1.70080853, 1.34920502, -0.28846979
9626, 36006455, 36006977, 1.70928144, 1.70195293, 1.28571320, -0.40385768
9627, 36007455, 36007977, 1.70703590, 1.70309734, 1.22222137, -0.86540931
9628, 36008455, 36008978, 1.70469701, 1.70347881, 1.12698364, -0.51924562
9629, 36009455, 36009978, 1.70226681, 1.70424175, 1.03174591, -0.75002146
9630, 36010455, 36010976, 1.69974709, 1.70500469, 0.93650818, -0.40385768
9631, 36011455, 36011976, 1.69713962, 1.70538616, 0.84127045, -0.63463354
9632, 36012455, 36012978, 1.69444585, 1.70614910, 0.74603271, -0.40385768
9633, 36013455, 36013976, 1.69166875, 1.70653057, 0.68254089, -0.40385768
9634, 36014455, 36014986, 1.68881083, 1.70691204, 0.58730316, -0.40385768
9635, 36015455, 36015979, 1.68587542, 1.70691204, 0.52381134, -0.28846979
9636, 36016455, 36016975, 1.68286550, 1.70691204, 0.42857361, -0.40385768
9637, 36017455, 36017975, 1.67978442, 1.70691204, 0.36508179, -0.40385768
9638, 36018455, 36018975, 1.67663586, 1.70691204, 0.26984406, -0.28846979
9639, 36019455, 36019973, 1.67342436, 1.70691204, 0.20635223, -0.63463354
9640, 36020455, 36020973, 1.67015386, 1.70691204, 0.14286041, -0.40385768
9641, 36021455, 36021976, 1.66682827, 1.70653057, 0.01587677, -0.40385768
9642, 36022455, 36022976, 1.66345096, 1.70614910, -0.01587677, -0.40385768
9643, 36023455, 36023984, 1.66002655, 1.70576763, -0.11111450, -0.40385768
9644, 36024455, 36024988, 1.65655851, 1.70500469, -0.17460632, -0.75002146
9645, 36025455, 36025972, 1.65305078, 1.70462322, -0.26984406, -0.75002146
9646, 36026455, 36026972, 1.64950776, 1.70386028, -0.36508179, -0.51924562
9647, 36027455, 36027973, 1.64593363, 1.70309734, -0.42857361, -0.63463354
9648, 36028455, 36028985, 1.64233267, 1.70233440, -0.52381134, -0.40385768
9649, 36029455, 36029983, 1.63870835, 1.70118999, -0.58730316, -0.51924562
9650, 36030455, 36030985, 1.63506508, 1.70042706, -0.68254089, -0.75002146
9651, 36031455, 36031983, 1.63140643, 1.69890118, -0.77777863, -0.75002146
9652, 36032455, 36032981, 1.62773669, 1.69813824, -0.87301636, -1.09618521
9653, 36033455, 36033972, 1.62406063, 1.69661236, -0.93650818, -0.75002146
9654, 36034455, 36034986, 1.62038088, 1.69546795, -1.03174591, -0.75002146
9655, 36035455, 36035986, 1.61670005, 1.69394207, -1.09523773, -0.75002146
9656, 36036455, 36036986, 1.61302102, 1.69241619, -1.19047546, -0.75002146
9657, 36037455, 36037986, 1.60934770, 1.69089031, -1.25396729, -0.86540931
9658, 36038455, 36038981, 1.60568190, 1.68898296, -1.34920502, -0.75002146
9659, 36039455, 36039981, 1.60202634, 1.68745708, -1.41269684, -0.40385768
9660, 36040455, 36040983, 1.59838378, 1.68593121, -1.47618866, -0.51924562
9661, 36041455, 36041987, 1.59475636, 1.68364239, -1.57143021, -0.63463354
9662, 36042455, 36042983, 1.59114599, 1.68211651, -1.66666794, -0.40385768
9663, 36043455, 36043988, 1.58755350, 1.67982769, -1.76190567, -0.40385768
9664, 36044455, 36044990, 1.58398056, 1.67792034, -1.79365158, -0.05769395
9665, 36045455, 36045984, 1.58042896, 1.67563152, -1.88888931, -0.17308187
9666, 36046455, 36046986, 1.57689786, 1.67334270, -1.92063522, -0.28846979
9667, 36047455, 36047990, 1.57338822, 1.67105389, -2.01587296, -0.28846979
9668, 36048455, 36048986, 1.56990027, 1.66876507, -2.07936478, -0.40385768
9669, 36049455, 36049983, 1.56643391, 1.66647625, -2.14285660, -0.40385768
9670, 36050455, 36050985, 1.56298769, 1.66418743, -2.17460251, -0.63463354
9671, 36051455, 36051987, 1.55956042, 1.66189861, -2.20634842, -0.40385768
9672, 36052455, 36052989, 1.55615032, 1.65960979, -2.23809433, -0.28846979
9673, 36053455, 36053987, 1.55275738, 1.65732098, -2.30158615, -0.28846979
9674, 36054455, 36054985, 1.54937935, 1.65426826, -2.36507797, 0.17308187
9675, 36055455, 36055988, 1.54601443, 1.65159798, -2.39682388, 0.05769395
9676, 36056455, 36056988, 1.54265964, 1.64930916, -2.46031570, -0.17308187
9677, 36057455, 36057986, 1.53931296, 1.64663887, -2.49206161, -0.05769395
9678, 36058455, 36058988, 1.53597128, 1.64396858, -2.55555725, 0.05769395
9679, 36059455, 36059984, 1.53263187, 1.64129829, -2.58730316, -0.05769395
9680, 36060455, 36060989, 1.52929080, 1.63824654, -2.65079498, 0.05769395
9681, 36061455, 36061989, 1.52594483, 1.63557625, -2.68254089, -0.17308187
9682, 36062455, 36062985, 1.52259016, 1.63290596, -2.68254089, -0.17308187
9683, 36063455, 36063985, 1.51922321, 1.62985420, -2.74603271, -0.28846979
9684, 36064455, 36064989, 1.51584029, 1.62718391, -2.77777863, -0.28846979
9685, 36065455, 36065985, 1.51243794, 1.62413216, -2.77777863, 0.05769395
9686, 36066455, 36066990, 1.50901246, 1.62146187, -2.80952454, 0.17308187
9687, 36067455, 36067990, 1.50556087, 1.61841011, -2.84127045, -0.40385768
9688, 36068455, 36068990, 1.50207949, 1.61535835, -2.87301636, 0.05769395
9689, 36069455, 36069992, 1.49856412, 1.61230659, -2.93650818, -0.05769395
9690, 36070455, 36070982, 1.49501193, 1.60925484, -2.96825409, 0.17308187
9691, 36071455, 36071989, 1.49141932, 1.60620308, -2.96825409, -0.05769395
9692, 36072455, 36072991, 1.48778498, 1.60315132, -3.00000000, -0.17308187
9693, 36073455, 36073985, 1.48410618, 1.60009956, -3.06349182, 0.05769395
9694, 36074455, 36074991, 1.48037958, 1.59704781, -3.06349182, -0.17308187
9695, 36075455, 36075989, 1.47660327, 1.59361362, -3.09523773, -0.05769395
9696, 36076455, 36076987, 1.47277546, 1.59056187, -3.12698364, 0.05769395
9697, 36077455, 36077986, 1.46889436, 1.58751011, -3.12698364, -0.05769395
9698, 36078455, 36078992, 1.46495819, 1.58407688, -3.15872955, -0.17308187
9699, 36079455, 36079990, 1.46096480, 1.58064365, -3.15872955, -0.05769395
9700, 36080455, 36080986, 1.45691228, 1.57759190, -3.19047546, 0.05769395
9701, 36081455, 36081988, 1.45279944, 1.57415867, -3.22222137, -0.05769395
9702, 36082455, 36082986, 1.44862616, 1.57072544, -3.25396729, 0.05769395
9703, 36083455, 36083987, 1.44439292, 1.56729221, -3.25396729, -0.40385768
9704, 36084455, 36084987, 1.44009829, 1.56424046, -3.25396729, -0.05769395
9705, 36085455, 36085985, 1.43574321, 1.56118870, -3.28571320, -0.05769395
9706, 36086455, 36086975, 1.43132842, 1.55775547, -3.28571320, -0.17308187
9707, 36087455, 36087981, 1.42685413, 1.55394077, -3.31745911, 0.17308187
9708, 36088455, 36088984, 1.42232037, 1.55050755, -3.34920502, -0.05769395
9709, 36089455, 36089982, 1.41772938, 1.54745579, -3.38095093, 0.05769395
9710, 36090455, 36090982, 1.41308284, 1.54402256, -3.38095093, 0.05769395
9711, 36091455, 36091982, 1.40838242, 1.54058933, -3.41269684, 0.05769395
9712, 36092455, 36092978, 1.40362954, 1.53715611, -3.41269684, 0.05769395
9713, 36093455, 36093980, 1.39882588, 1.53372288, -3.44444275, 0.17308187
9714, 36094455, 36094983, 1.39397407, 1.52990723, -3.41269684, 0.05769395
9715, 36095455, 36095979, 1.38907492, 1.52647400, -3.47618866, 0.05769395
9716, 36096455, 36096987, 1.38413143, 1.52265930, -3.44444275, 0.17308187
9717, 36097455, 36097985, 1.37914658, 1.51922607, -3.44444275, -0.05769395
9718, 36098455, 36098981, 1.37412345, 1.51579285, -3.47618866, -0.05769395
9719, 36099455, 36099983, 1.36906505, 1.51274109, -3.50793839, -0.05769395
9720, 36100455, 36100986, 1.36397350, 1.50892639, -3.50793839, 0.05769395
9721, 36101455, 36101980, 1.35885286, 1.50549316, -3.50793839, 0.05769395
9722, 36102455, 36102988, 1.35370624, 1.50167847, -3.53968430, -0.05769395
9723, 36103455, 36103984, 1.34853613, 1.49824524, -3.53968430, -0.05769395
